raceid,keyrace,uncontested,first,last,gender,party,winner,votes,pct
ILH09,FALSE,FALSE,John,Elleson,male,R,FALSE,76373,26.7
ILH10,FALSE,FALSE,Brad,Schneider,male,D,TRUE,152837,65.4
ILH10,FALSE,FALSE,Douglas,Bennett,male,R,FALSE,80737,34.6
ILH11,FALSE,FALSE,Bill,Foster,male,D,TRUE,140929,63.6
ILH11,FALSE,FALSE,Nick,Stella,male,R,FALSE,80782,36.4
ILH12,TRUE,FALSE,Mike,Bost,male,R,TRUE,131613,51.7
ILH12,TRUE,FALSE,Brendan,Kelly,male,D,FALSE,115408,45.3
ILH13,TRUE,FALSE,Rodney,Davis,male,R,TRUE,150586,52.2
ILH13,TRUE,FALSE,Betsy,Londrigan,female,D,FALSE,137846,47.8
ILH14,TRUE,FALSE,Lauren,Underwood,female,D,TRUE,142261,51.9
ILH14,TRUE,FALSE,Randy,Hultgren,male,R,FALSE,131819,48.1
ILH15,FALSE,FALSE,John,Shimkus,male,R,TRUE,175682,71.7
ILH15,FALSE,FALSE,Kevin,Gaither,male,D,FALSE,69304,28.3
ILH16,FALSE,FALSE,Adam,Kinzinger,male,R,TRUE,149205,59.6
ILH16,FALSE,FALSE,Sara,Dady,female,D,FALSE,101059,40.4
ILH17,FALSE,FALSE,Cheri,Bustos,female,D,TRUE,136989,61.9
ILH17,FALSE,FALSE,Bill,Fawell,male,R,FALSE,84381,38.1
ILH18,FALSE,FALSE,Darin,LaHood,male,R,TRUE,193589,67.2
ILH18,FALSE,FALSE,Junius,Rodriguez,male,D,FALSE,94508,32.8
LAH01,FALSE,FALSE,Steve,Scalise,male,R,TRUE,192555,71.5
LAH01,FALSE,FALSE,Tammy,Savoie,female,D,FALSE,44273,16.4
LAH01,FALSE,FALSE,Lee Ann,Dugas,female,D,FALSE,18560,6.9
LAH01,FALSE,FALSE,Jim,Francis,male,D,FALSE,8688,3.2
LAH01,FALSE,FALSE,Howard,Kearney,male,LB,FALSE,2806,1
LAH01,FALSE,FALSE,Frederick,Jones,male,I,FALSE,2443,0.9
LAH02,FALSE,TRUE,Cedric,Richmond,male,D,TRUE,190182,80.6
LAH02,FALSE,TRUE,Jesse,Schmidt,male,I,FALSE,20465,8.7
LAH02,FALSE,TRUE,Belden,Batiste,male,I,FALSE,17260,7.3
LAH02,FALSE,TRUE,Shawndra,Rodriguez,female,I,FALSE,8075,3.4
LAH03,FALSE,FALSE,Clay,Higgins,male,R,TRUE,136876,55.7
LAH03,FALSE,FALSE,Mildred 'Mimi',Methvin,female,D,FALSE,43729,17.8
LAH03,FALSE,FALSE,Josh,Guillory,male,R,FALSE,31387,12.8
LAH03,FALSE,FALSE,Rob,Anderson,male,D,FALSE,13477,5.5
LAH03,FALSE,FALSE,Larry,Rader,male,D,FALSE,9692,3.9
LAH03,FALSE,FALSE,Verone,Thomas,male,D,FALSE,7815,3.2
LAH03,FALSE,FALSE,Aaron,Andrus,male,LB,FALSE,2967,1.2
LAH04,FALSE,FALSE,Mike,Johnson,male,R,TRUE,139326,64.2
LAH04,FALSE,FALSE,Ryan,Trundle,male,D,FALSE,72934,33.6
LAH04,FALSE,FALSE,Mark,Halverson,male,O,FALSE,4612,2.1
LAH05,FALSE,FALSE,Ralph,Abraham,male,R,TRUE,149018,66.5
LAH05,FALSE,FALSE,Jessee,Fleenor,male,D,FALSE,67118,30
LAH05,FALSE,FALSE,Billy,Burkette,male,I,FALSE,4799,2.1
LAH05,FALSE,FALSE,Kyle,Randol,male,LB,FALSE,3011,1.3
LAH06,FALSE,FALSE,Garret,Graves,male,R,TRUE,186553,69.5
LAH06,FALSE,FALSE,Justin,Dewitt,male,D,FALSE,55089,20.5
LAH06,FALSE,FALSE,Andie,Saizan,female,D,FALSE,21627,8.1
LAH06,FALSE,FALSE,Devin,Graham,male,I,FALSE,5256,2
MEH01,FALSE,FALSE,Chellie,Pingree,female,D,TRUE,199175,59
MEH01,FALSE,FALSE,Mark,Holbrook,male,R,FALSE,108107,32
MEH02,TRUE,FALSE,Jared,Golden,male,D,TRUE,139231,50.5
MEH02,TRUE,FALSE,Bruce,Poliquin,male,R,FALSE,136326,49.5
MDH01,FALSE,FALSE,Andy,Harris,male,R,TRUE,183471,60.1
MDH01,FALSE,FALSE,Jesse,Colvin,male,D,FALSE,116228,38.1
MDH02,FALSE,FALSE,Dutch,Ruppersberger,male,D,TRUE,166449,66
MDH02,FALSE,FALSE,Liz,Matory,female,R,FALSE,77638,30.8
MDH03,FALSE,FALSE,John,Sarbanes,male,D,TRUE,200787,69.1
MDH03,FALSE,FALSE,Charles,Anthony,male,R,FALSE,82480,28.4
MDH04,FALSE,FALSE,Anthony,Brown,male,D,TRUE,202625,77.7
MDH04,FALSE,FALSE,George,McDermott,male,R,FALSE,52988,20.3
MDH05,FALSE,FALSE,Steny,Hoyer,male,D,TRUE,209400,70.1
MDH05,FALSE,FALSE,William,Devine,male,R,FALSE,81917,27.4
MDH06,FALSE,FALSE,David,Trone,male,D,TRUE,157859,58.5
MDH06,FALSE,FALSE,Amie,Hoeber,female,R,FALSE,103988,38.5
MDH07,FALSE,FALSE,Elijah,Cummings,male,D,TRUE,201821,76.5
MDH07,FALSE,FALSE,Richmond,Davis,male,R,FALSE,56146,21.3
MDH08,FALSE,FALSE,Jamie,Raskin,male,D,TRUE,208492,67.6
MDH08,FALSE,FALSE,John,Walsh,male,R,FALSE,95224,30.9
MAH01,FALSE,TRUE,Richard,Neal,male,D,TRUE,165499,100
MAH02,FALSE,FALSE,Jim,McGovern,male,D,TRUE,159849,66.6
MAH02,FALSE,FALSE,Tracy,Lovvorn,female,R,FALSE,80139,33.4
MAH03,FALSE,FALSE,Lori,Trahan,female,D,TRUE,156339,62.3
MAH03,FALSE,FALSE,Rick,Green,male,R,FALSE,82772,33
MAH04,FALSE,TRUE,Joe,Kennedy,male,D,TRUE,164072,100
MAH05,FALSE,FALSE,Katherine,Clark,female,D,TRUE,199339,76.7
MAH05,FALSE,FALSE,John,Hugo,male,R,FALSE,60534,23.3
MAH06,FALSE,FALSE,Seth,Moulton,male,D,TRUE,201990,66.5
MAH06,FALSE,FALSE,Joseph,Schneider,male,R,FALSE,92341,30.4
MAH07,FALSE,TRUE,Ayanna,Pressley,female,D,TRUE,208347,100
MAH08,FALSE,TRUE,Stephen,Lynch,male,D,TRUE,205523,100
MAH09,FALSE,FALSE,Bill,Keating,male,D,TRUE,161285,59.8
MAH09,FALSE,FALSE,Peter,Tedeschi,male,R,FALSE,108424,40.2
MIH01,TRUE,FALSE,Jack,Bergman,male,R,TRUE,187312,56.3
MIH01,TRUE,FALSE,Matthew,Morgan,male,D,FALSE,145315,43.7
MIH02,FALSE,FALSE,Bill,Huizenga,male,R,TRUE,169540,55.3
MIH02,FALSE,FALSE,Rob,Davidson,male,D,FALSE,131888,43
MIH03,FALSE,FALSE,Justin,Amash,male,R,TRUE,169109,54.4
MIH03,FALSE,FALSE,Cathy,Albro,female,D,FALSE,134185,43.2
MIH04,FALSE,FALSE,John,Moolenaar,male,R,TRUE,178516,62.6
MIH04,FALSE,FALSE,Jerry,Hilliard,male,D,FALSE,106540,37.4
MIH05,FALSE,FALSE,Daniel,Kildee,male,D,TRUE,164523,59.5
MIH05,FALSE,FALSE,Travis,Wines,male,R,FALSE,99269,35.9
MIH06,TRUE,FALSE,Fred,Upton,male,R,TRUE,147435,50.2
MIH06,TRUE,FALSE,Matt,Longjohn,male,D,FALSE,134081,45.7
MIH07,TRUE,FALSE,Tim,Walberg,male,R,TRUE,158895,53.8
MIH07,TRUE,FALSE,Gretchen,Driskell,female,D,FALSE,136419,46.2
MIH08,TRUE,FALSE,Elissa,Slotkin,female,D,TRUE,172884,50.6
MIH08,TRUE,FALSE,Mike,Bishop,male,R,FALSE,159808,46.8
MIH09,FALSE,FALSE,Andy,Levin,male,D,TRUE,181844,59.6
MIH09,FALSE,FALSE,Candius,Stearns,female,R,FALSE,112309,36.8
MIH10,FALSE,FALSE,Paul,Mitchell,male,R,TRUE,182875,60.3
MIH10,FALSE,FALSE,Kimberly,Bizon,female,D,FALSE,106098,35
MIH11,TRUE,FALSE,Haley,Stevens,female,D,TRUE,181902,51.8
MIH11,TRUE,FALSE,Lena,Epstein,female,R,FALSE,158457,45.2
MIH12,FALSE,FALSE,Debbie,Dingell,female,D,TRUE,200588,68.1
MIH12,FALSE,FALSE,Jeff,Jones,male,R,FALSE,85115,28.9
MIH13,FALSE,TRUE,Rashida,Tlaib,female,D,TRUE,165355,84.6
MIH13,FALSE,TRUE,Sam,Johnson,male,O,FALSE,22186,11.3
MIH13,FALSE,TRUE,Etta,Wilcoxon,female,GR,FALSE,7980,4.1
MIH14,FALSE,FALSE,Brenda,Lawrence,female,D,TRUE,211620,80.8
MIH14,FALSE,FALSE,Marc,Herschfus,male,R,FALSE,45557,17.4
MNH01,TRUE,FALSE,Jim,Hagedorn,male,R,TRUE,146203,50.2
MNH01,TRUE,FALSE,Dan,Feehan,male,D,FALSE,144890,49.8
MNH02,TRUE,FALSE,Angie,Craig,female,D,TRUE,178079,52.8
MNH02,TRUE,FALSE,Jason,Lewis,male,R,FALSE,159437,47.2
MNH03,TRUE,FALSE,Dean,Phillips,male,D,TRUE,202402,55.7
MNH03,TRUE,FALSE,Erik,Paulsen,male,R,FALSE,160839,44.3
MNH04,FALSE,FALSE,Betty,McCollum,female,D,TRUE,216866,66
MNH04,FALSE,FALSE,Greg,Ryan,male,R,FALSE,97746,29.8
MNH05,FALSE,FALSE,Ilhan,Omar,female,D,TRUE,267700,78.2
MNH05,FALSE,FALSE,Jennifer,Zielinski,female,R,FALSE,74443,21.8
MNH06,FALSE,FALSE,Tom,Emmer,male,R,TRUE,192944,61.2
MNH06,FALSE,FALSE,Ian,Todd,male,D,FALSE,122338,38.8
MNH07,FALSE,FALSE,Collin,Peterson,male,D,TRUE,146668,52.1
MNH07,FALSE,FALSE,Dave,Hughes,male,R,FALSE,134671,47.9
MNH08,TRUE,FALSE,Pete,Stauber,male,R,TRUE,159371,50.7
MNH08,TRUE,FALSE,Joe,Radinovich,male,D,FALSE,141952,45.2
MSH01,FALSE,FALSE,Trent,Kelly,male,R,TRUE,156194,66.8
MSH01,FALSE,FALSE,Randy,Wadkins,male,D,FALSE,76047,32.5
MSH02,FALSE,TRUE,Bennie,Thompson,male,D,TRUE,151149,71.8
MSH03,FALSE,FALSE,Michael,Guest,male,R,TRUE,156407,62.5
MSH03,FALSE,FALSE,Michael,Evans,male,D,FALSE,91373,36.5
MSH04,FALSE,FALSE,Steven,Palazzo,male,R,TRUE,144130,69
MSH04,FALSE,FALSE,Jeramey,Anderson,male,D,FALSE,62718,30
MOH01,FALSE,FALSE,Lacy,Clay,male,D,TRUE,216479,80.1
MOH01,FALSE,FALSE,Robert,Vroman,male,R,FALSE,45255,16.7
MOH02,TRUE,FALSE,Ann,Wagner,female,R,TRUE,190008,51.3
MOH02,TRUE,FALSE,Cort,VanOstran,male,D,FALSE,174486,47.1
MOH03,FALSE,FALSE,Blaine,Luetkemeyer,male,R,TRUE,211000,65.1
MOH03,FALSE,FALSE,Katy,Geppert,female,D,FALSE,106478,32.8
MOH04,FALSE,FALSE,Vicky,Hartzler,female,R,TRUE,185784,64.6
MOH04,FALSE,FALSE,Renee,Hoagenson,female,D,FALSE,94071,32.7
MOH05,FALSE,FALSE,Emanuel,Cleaver,male,D,TRUE,173592,61.6
MOH05,FALSE,FALSE,Jacob,Turk,male,R,FALSE,100695,35.7
MOH06,FALSE,FALSE,Sam,Graves,male,R,TRUE,199580,65.4
MOH06,FALSE,FALSE,Henry,Martin,male,D,FALSE,97515,32
MOH07,FALSE,FALSE,Billy,Long,male,R,TRUE,195872,66.3
MOH07,FALSE,FALSE,Jamie,Schoolcraft,male,D,FALSE,88642,30
MOH08,FALSE,FALSE,Jason,Smith,male,R,TRUE,193553,73.4
MOH08,FALSE,FALSE,Kathy,Ellis,female,D,FALSE,65899,25
MTH01,TRUE,FALSE,Greg,Gianforte,male,R,TRUE,256541,50.9
MTH01,TRUE,FALSE,Kathleen,Williams,female,D,FALSE,233207,46.3
NEH01,FALSE,FALSE,Jeff,Fortenberry,male,R,TRUE,140248,60.5
NEH01,FALSE,FALSE,Jessica,McClure,female,D,FALSE,91426,39.5
NEH02,TRUE,FALSE,Don,Bacon,male,R,TRUE,124721,51.3
NEH02,TRUE,FALSE,Kara,Eastman,female,D,FALSE,118225,48.7
NEH03,FALSE,FALSE,Adrian,Smith,male,R,TRUE,162597,76.7
NEH03,FALSE,FALSE,Paul,Theobald,male,D,FALSE,49339,23.3
NVH01,FALSE,FALSE,Dina,Titus,female,D,TRUE,100674,66.2
NVH01,FALSE,FALSE,Joyce,Bentley,female,R,FALSE,46969,30.9
NVH02,FALSE,FALSE,Mark,Amodei,male,R,TRUE,167432,58.2
NVH02,FALSE,FALSE,Clint,Koble,male,D,FALSE,120097,41.8
NVH03,TRUE,FALSE,Susie,Lee,female,D,TRUE,148474,51.9
NVH03,TRUE,FALSE,Danny,Tarkanian,male,R,FALSE,122551,42.8
NVH04,TRUE,FALSE,Steven,Horsford,male,D,TRUE,121936,51.9
NVH04,TRUE,FALSE,Cresent,Hardy,male,R,FALSE,102740,43.8
NHH01,TRUE,FALSE,Chris,Pappas,male,D,TRUE,155741,53.6
NHH01,TRUE,FALSE,Eddie,Edwards,male,R,FALSE,130909,45
NHH02,FALSE,FALSE,Ann,Kuster,female,D,TRUE,155432,55.6
NHH02,FALSE,FALSE,Steve,Negron,male,R,FALSE,117964,42.2
NJH01,FALSE,FALSE,Donald,Norcross,male,D,TRUE,163948,64.3
NJH01,FALSE,FALSE,Paul,Dilks,male,R,FALSE,85193,33.4
NJH02,TRUE,FALSE,Jeff,Van Drew,male,D,TRUE,126561,52.2
NJH02,TRUE,FALSE,Seth,Grossman,male,R,FALSE,111189,45.9
NJH03,TRUE,FALSE,Andrew,Kim,male,D,TRUE,153473,50
NJH03,TRUE,FALSE,Tom,MacArthur,male,R,FALSE,149500,48.7
NJH04,FALSE,FALSE,Chris,Smith,male,R,TRUE,160913,55.5
NJH04,FALSE,FALSE,Joshua,Welle,male,D,FALSE,124718,43
NJH05,FALSE,FALSE,Joshua,Gottheimer,male,D,TRUE,148021,55.2
NJH05,FALSE,FALSE,John,McCann,male,R,FALSE,116505,43.5
NJH06,FALSE,FALSE,Frank,Pallone,male,D,TRUE,135897,63.4
NJH06,FALSE,FALSE,Richard,Pezzullo,male,R,FALSE,78615,36.6
NJH07,TRUE,FALSE,Tom,Malinowski,male,D,TRUE,160045,51.6
NJH07,TRUE,FALSE,Leonard,Lance,male,R,FALSE,145643,46.9
NJH08,FALSE,FALSE,Albio,Sires,male,D,TRUE,114118,77.9
NJH08,FALSE,FALSE,John,Muniz,male,R,FALSE,27746,18.9
NJH09,FALSE,FALSE,Bill,Pascrell,male,D,TRUE,124736,70
NJH09,FALSE,FALSE,Eric,Fisher,male,R,FALSE,52095,29.2
NJH10,FALSE,FALSE,Donald,Payne,male,D,TRUE,167327,87.4
NJH10,FALSE,FALSE,Agha,Khan,male,R,FALSE,19671,10.3
NJH11,TRUE,FALSE,Mikie,Sherrill,female,D,TRUE,162264,56.2
NJH11,TRUE,FALSE,Jay,Webber,male,R,FALSE,123156,42.7
NJH12,FALSE,FALSE,Bonnie,Watson Coleman,female,D,TRUE,167035,68.5
NJH12,FALSE,FALSE,Daryl,Kipnis,male,R,FALSE,76821,31.5
NMH01,FALSE,FALSE,Debra,Haaland,female,D,TRUE,145620,59.1
NMH01,FALSE,FALSE,Janice,Arnold-Jones,female,R,FALSE,89680,36.4
NMH02,TRUE,FALSE,Xochitl,Torres Small,female,D,FALSE,101481,50.9
NMH02,TRUE,FALSE,Yvette,Herrell,female,R,FALSE,97767,49.1
NMH03,FALSE,FALSE,Ben Ray,Lujan,male,D,TRUE,155187,63.4
NMH03,FALSE,FALSE,Steve,McFall,male,R,FALSE,76421,31.2
NYH01,TRUE,FALSE,Lee,Zeldin,male,R,TRUE,130919,52.5
NYH01,TRUE,FALSE,Perry,Gershon,male,D,FALSE,112343,45
NYH02,FALSE,FALSE,Peter,King,male,R,TRUE,122103,53.3
NYH02,FALSE,FALSE,Liuba,Grechen Shirley,female,D,FALSE,106996,46.7
NYH03,FALSE,FALSE,Thomas,Suozzi,male,D,TRUE,145060,58.4
NYH03,FALSE,FALSE,Dan,DeBono,male,R,FALSE,103278,41.6
NYH04,FALSE,FALSE,Kathleen,Rice,female,D,TRUE,149078,61
NYH04,FALSE,FALSE,Ameer,Benno,male,R,FALSE,95187,39
NYH05,FALSE,TRUE,Gregory,Meeks,male,D,TRUE,150112,100
NYH06,FALSE,TRUE,Grace,Meng,female,D,TRUE,103823,90.8
NYH06,FALSE,TRUE,Tom,Hillgardner,male,GR,FALSE,10514,9.2
NYH07,FALSE,TRUE,Nydia,Velazquez,female,D,TRUE,137444,93.4
NYH08,FALSE,TRUE,Hakeem,Jeffries,male,D,TRUE,166981,94.1
NYH08,FALSE,TRUE,Ernest,Johnson,male,C,FALSE,9514,5.4
NYH08,FALSE,TRUE,Jessica,White,female,O,FALSE,963,0.5
NYH09,FALSE,FALSE,Yvette,Clarke,female,D,TRUE,167199,89.3
NYH09,FALSE,FALSE,Lutchi,Guyot,male,R,FALSE,19336,10.3
NYH10,FALSE,FALSE,Jerrold,Nadler,male,D,TRUE,146749,81.2
NYH10,FALSE,FALSE,Naomi,Levin,female,R,FALSE,33931,18.8
NYH11,TRUE,FALSE,Max,Rose,male,D,TRUE,95458,52.8
NYH11,TRUE,FALSE,Dan,Donovan,male,R,FALSE,84665,46.8
NYH12,FALSE,FALSE,Carolyn,Maloney,female,D,TRUE,194974,86.2
NYH12,FALSE,FALSE,Eliot,Rabin,male,R,FALSE,27838,12.3
NYH13,FALSE,FALSE,Adriano,Espaillat,male,D,TRUE,167667,94.6
NYH13,FALSE,FALSE,Jineea,Butler,female,R,FALSE,9525,5.4
NYH14,FALSE,FALSE,Alexandria,Ocasio-Cortez,female,D,TRUE,100044,78
NYH14,FALSE,FALSE,Anthony,Pappas,male,R,FALSE,17762,13.8
NYH14,FALSE,FALSE,Joe,Crowley,male,O,FALSE,8505,6.6
NYH15,FALSE,FALSE,Jose,Serrano,male,D,TRUE,112798,96
NYH15,FALSE,FALSE,Jason,Gonzalez,male,R,FALSE,4647,4
NYH16,FALSE,TRUE,Eliot,Engel,male,D,TRUE,165825,100
NYH17,FALSE,TRUE,Nita,Lowey,female,D,TRUE,157632,87.9
NYH17,FALSE,TRUE,Joseph,Ciardullo,male,O,FALSE,21674,12.1
NYH18,FALSE,FALSE,Sean,Maloney,male,D,TRUE,130420,55.1
NYH18,FALSE,FALSE,James,O'Donnell,male,R,FALSE,106381,44.9
NYH19,TRUE,FALSE,Antonio,Delgado,male,D,TRUE,132001,50.2
NYH19,TRUE,FALSE,John,Faso,male,R,FALSE,124408,47.3
NYH20,FALSE,FALSE,Paul,Tonko,male,D,TRUE,164325,66.1
NYH20,FALSE,FALSE,Joe,Vitollo,male,R,FALSE,84178,33.9
NYH21,FALSE,FALSE,Elise,Stefanik,female,R,TRUE,122863,56.7
NYH21,FALSE,FALSE,Tedra,Cobb,female,D,FALSE,90526,41.8
NYH22,TRUE,FALSE,Anthony,Brindisi,male,D,TRUE,119606,50.4
NYH22,TRUE,FALSE,Claudia,Tenney,female,R,FALSE,117782,49.6
NYH23,FALSE,FALSE,Thomas,Reed,male,R,TRUE,123093,55
NYH23,FALSE,FALSE,Tracy,Mitrano,female,D,FALSE,100684,45
NYH24,TRUE,FALSE,John,Katko,male,R,TRUE,129276,53.1
NYH24,TRUE,FALSE,Dana,Balter,female,D,FALSE,114102,46.9
NYH25,FALSE,FALSE,Joseph,Morelle,male,D,TRUE,149993,58.6
NYH25,FALSE,FALSE,Jim,Maxwell,male,R,FALSE,105925,41.4
NYH26,FALSE,FALSE,Brian,Higgins,male,D,TRUE,163926,73.6
NYH26,FALSE,FALSE,Renee,Zeno,female,R,FALSE,58701,26.4
NYH27,TRUE,FALSE,Chris,Collins,male,R,TRUE,136226,49.4
NYH27,TRUE,FALSE,Nate,McMurray,male,D,FALSE,133892,48.5
NCH01,FALSE,FALSE,G.K.,Butterfield,male,D,TRUE,190445,69.8
NCH01,FALSE,FALSE,Roger,Allison,male,R,FALSE,82209,30.2
NCH02,TRUE,FALSE,George,Holding,male,R,TRUE,170050,51.3
NCH02,TRUE,FALSE,Linda,Coleman,female,D,FALSE,151966,45.8
NCH03,FALSE,TRUE,Walter,Jones,male,R,TRUE,187901,100
NCH04,FALSE,FALSE,David,Price,male,D,TRUE,247067,72.4
NCH04,FALSE,FALSE,Steve,Loor,male,R,FALSE,82052,24
NCH05,FALSE,FALSE,Virginia,Foxx,female,R,TRUE,159915,57
NCH05,FALSE,FALSE,DD,Adams,female,D,FALSE,120462,43
NCH06,FALSE,FALSE,Mark,Walker,male,R,TRUE,160636,56.5
NCH06,FALSE,FALSE,Ryan,Watts,male,D,FALSE,123601,43.5
NCH07,FALSE,FALSE,David,Rouzer,male,R,TRUE,156797,55.5
NCH07,FALSE,FALSE,Kyle,Horton,female,D,FALSE,120804,42.8
NCH08,FALSE,FALSE,Richard,Hudson,male,R,TRUE,141371,55.3
NCH08,FALSE,FALSE,Frank,McNeill,male,D,FALSE,114057,44.7
NCH09,TRUE,FALSE,Mark,Harris,male,R,TRUE,139246,49.3
NCH09,TRUE,FALSE,Dan,McCready,male,D,FALSE,138341,48.9
NCH10,FALSE,FALSE,Patrick,McHenry,male,R,TRUE,164969,59.3
NCH10,FALSE,FALSE,David,Brown,male,D,FALSE,113259,40.7
NCH11,FALSE,FALSE,Mark,Meadows,male,R,TRUE,178012,59.2
NCH11,FALSE,FALSE,Phillip,Price,male,D,FALSE,116508,38.7
NCH12,FALSE,FALSE,Alma,Adams,female,D,TRUE,203974,73.1
NCH12,FALSE,FALSE,Paul,Wright,male,R,FALSE,75164,26.9
NCH13,TRUE,FALSE,Ted,Budd,male,R,TRUE,147570,51.5
NCH13,TRUE,FALSE,Kathy,Manning,female,D,FALSE,130402,45.5
NDH01,FALSE,FALSE,Kelly,Armstrong,male,R,TRUE,192733,60.3
NDH01,FALSE,FALSE,Mac,Schneider,male,D,FALSE,113891,35.6
OHH01,TRUE,FALSE,Steve,Chabot,male,R,TRUE,152924,51.2
OHH01,TRUE,FALSE,Aftab,Pureval,male,D,FALSE,140261,47
OHH02,FALSE,FALSE,Brad,Wenstrup,male,R,TRUE,164802,57.5
OHH02,FALSE,FALSE,Jill,Schiller,female,D,FALSE,118378,41.3
OHH03,FALSE,FALSE,Joyce,Beatty,female,D,TRUE,174421,73.3
OHH03,FALSE,FALSE,Jim,Burgess,male,R,FALSE,63470,26.7
OHH04,FALSE,FALSE,Jim,Jordan,male,R,TRUE,164640,65.4
OHH04,FALSE,FALSE,Janet,Garrett,female,D,FALSE,87061,34.6
OHH05,FALSE,FALSE,Bob,Latta,male,R,TRUE,173894,62.5
OHH05,FALSE,FALSE,J. Michael,Galbraith,male,D,FALSE,97352,35
OHH06,FALSE,FALSE,Bill,Johnson,male,R,TRUE,169668,69.3
OHH06,FALSE,FALSE,Shawna,Roberts,female,D,FALSE,75226,30.7
OHH07,TRUE,FALSE,Bob,Gibbs,male,R,TRUE,150317,58.9
OHH07,TRUE,FALSE,Ken,Harbaugh,male,D,FALSE,105105,41.1
OHH08,FALSE,FALSE,Warren,Davidson,male,R,TRUE,170561,66.8
OHH08,FALSE,FALSE,Vanessa,Enoch,female,D,FALSE,84738,33.2
OHH09,FALSE,FALSE,Marcy,Kaptur,female,D,TRUE,152682,67.6
OHH09,FALSE,FALSE,Steve,Kraus,male,R,FALSE,73183,32.4
OHH10,FALSE,FALSE,Mike,Turner,male,R,TRUE,153640,56.2
OHH10,FALSE,FALSE,Theresa,Gasper,female,D,FALSE,114699,41.9
OHH11,FALSE,FALSE,Marcia,Fudge,female,D,TRUE,197147,81.9
OHH11,FALSE,FALSE,Beverly,Goldstein,female,R,FALSE,43453,18.1
OHH12,TRUE,FALSE,Troy,Balderson,male,R,TRUE,171757,51.6
OHH12,TRUE,FALSE,Danny,O'Connor,male,D,FALSE,156863,47.1
OHH13,FALSE,FALSE,Tim,Ryan,male,D,TRUE,149271,60.8
OHH13,FALSE,FALSE,Chris,DePizzo,male,R,FALSE,96225,39.2
OHH14,TRUE,FALSE,David,Joyce,male,R,TRUE,166483,55.4
OHH14,TRUE,FALSE,Betsy,Rader,female,D,FALSE,134059,44.6
OHH15,FALSE,FALSE,Steve,Stivers,male,R,TRUE,166632,58.5
OHH15,FALSE,FALSE,Rick,Neal,male,D,FALSE,112546,39.5
OHH16,FALSE,FALSE,Anthony,Gonzalez,male,R,TRUE,166933,56.8
OHH16,FALSE,FALSE,Susan Moran,Palmer,female,D,FALSE,126736,43.2
OKH01,FALSE,FALSE,Kevin,Hern,male,R,TRUE,150129,59.3
OKH01,FALSE,FALSE,Tim,Gilpin,male,D,FALSE,103042,40.7
OKH02,FALSE,FALSE,Markwayne,Mullin,male,R,TRUE,140451,65
OKH02,FALSE,FALSE,Jason,Nichols,male,D,FALSE,65021,30.1
OKH03,FALSE,FALSE,Frank,Lucas,male,R,TRUE,172953,73.9
OKH03,FALSE,FALSE,Frankie,Robbins,male,D,FALSE,61152,26.1
OKH04,FALSE,FALSE,Tom,Cole,male,R,TRUE,149227,63.1
OKH04,FALSE,FALSE,Mary,Brannon,female,D,FALSE,78088,33
OKH05,FALSE,FALSE,Kendra,Horn,female,D,TRUE,121149,50.7
OKH05,FALSE,FALSE,Steve,Russell,male,R,FALSE,117811,49.3
ORH01,FALSE,FALSE,Suzanne,Bonamici,female,D,TRUE,229157,63.7
ORH01,FALSE,FALSE,John,Verbeek,male,R,FALSE,115550,32.1
ORH02,FALSE,FALSE,Greg,Walden,male,R,TRUE,206387,56.7
ORH02,FALSE,FALSE,Jamie,McLeod-Skinner,female,D,FALSE,142423,39.1
ORH03,FALSE,FALSE,Earl,Blumenauer,male,D,TRUE,278516,72.7
ORH03,FALSE,FALSE,Tom,Harrison,male,R,FALSE,76072,19.9
ORH04,FALSE,FALSE,Peter,DeFazio,male,D,TRUE,206689,56
ORH04,FALSE,FALSE,Art,Robinson,male,R,FALSE,151089,41
ORH05,FALSE,FALSE,Kurt,Schrader,male,D,TRUE,195784,55.1
ORH05,FALSE,FALSE,Mark,Callahan,male,R,FALSE,149017,41.9
PAH01,TRUE,FALSE,Brian,Fitzpatrick,male,R,TRUE,169011,51.3
PAH01,TRUE,FALSE,Scott,Wallace,male,D,FALSE,160707,48.7
PAH02,FALSE,FALSE,Brendan,Boyle,male,D,TRUE,155955,79
PAH02,FALSE,FALSE,David,Torres,male,R,FALSE,41540,21
PAH03,FALSE,FALSE,Dwight,Evans,male,D,TRUE,278122,93.4
PAH03,FALSE,FALSE,Bryan,Leib,male,R,FALSE,19700,6.6
PAH04,FALSE,FALSE,Madeleine,Dean,female,D,TRUE,210300,63.4
PAH04,FALSE,FALSE,Dan,David,male,R,FALSE,121212,36.6
PAH05,TRUE,FALSE,Mary Gay,Scanlon,female,D,TRUE,191571,65.1
PAH05,TRUE,FALSE,Pearl,Kim,female,R,FALSE,102815,34.9
PAH06,TRUE,FALSE,Chrissy,Houlahan,female,D,TRUE,177704,58.9
PAH06,TRUE,FALSE,Greg,McCauley,male,R,FALSE,124124,41.1
PAH07,TRUE,FALSE,Susan,Wild,female,D,TRUE,140813,53.5
PAH07,TRUE,FALSE,Marty,Nothstein,male,R,FALSE,114437,43.5
PAH08,TRUE,FALSE,Matt,Cartwright,male,D,TRUE,135555,54.6
PAH08,TRUE,FALSE,John,Chrin,male,R,FALSE,112537,45.4
