,district,uncontested,116first,116last,116gender,116party,2018votes,2018pct,2018margin,congress,115last,115party,115trump_votes_y,115agree_pct,elasticity,pvi_538,trumpagree_-20,trumpagree_-15,trumpagree_-10,trumpagree_-5,trumpagree_0,trumpagree_5,trumpagree_10,trumpagree_15,trumpagree_20,ypreds_-20,ypreds_-15,ypreds_-10,ypreds_-5,ypreds_0,ypreds_5,ypreds_10,ypreds_15,ypreds_20
34,CA-13,True,Barbara,Lee,0,D,260427,88.4,-76.80000000000003,115,Lee,D,94,0.09574468085106384,0.79,-75.93,0.07659574468085108,0.08138297872340426,0.08617021276595746,0.09095744680851064,0.09574468085106384,0.10053191489361704,0.10531914893617023,0.11010638297872342,0.11489361702127661,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531
35,CA-14,False,Jackie,Speier,0,D,184850,79.0,-58.0,115,Speier,D,86,0.20930232558139536,0.83,-52.03,0.16744186046511628,0.17790697674418604,0.18837209302325583,0.1988372093023256,0.20930232558139536,0.21976744186046512,0.2302325581395349,0.24069767441860468,0.25116279069767444,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792,-66.33790730562792,-66.33790730562792,-67.05152635324697
36,CA-15,False,Eric,Swalwell,1,D,176279,73.0,-46.0,115,Swalwell,D,93,0.23655913978494625,0.82,-39.23,0.189247311827957,0.2010752688172043,0.21290322580645163,0.22473118279569892,0.23655913978494625,0.24838709677419357,0.2602150537634409,0.2720430107526882,0.2838709677419355,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792,-66.33790730562792,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697
37,CA-16,False,Jim,Costa,1,D,73375,56.5,-13.0,115,Costa,D,89,0.4719101123595506,1.0,-16.83,0.3775280898876405,0.401123595505618,0.42471910112359557,0.4483146067415731,0.4719101123595506,0.4955056179775281,0.5191011235955056,0.5426966292134832,0.5662921348314607,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264
38,CA-17,False,Ro,Khanna,1,D,154796,75.2,-50.40000000000001,115,Khanna,D,94,0.1595744680851064,0.89,-47.1,0.12765957446808512,0.13563829787234044,0.14361702127659576,0.15159574468085107,0.1595744680851064,0.1675531914893617,0.17553191489361702,0.18351063829787234,0.19148936170212766,-67.10875315765531,-67.10875315765531,-67.10875315765531,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871
39,CA-18,False,Anna,Eshoo,0,D,212274,74.3,-48.6,115,Eshoo,D,91,0.1978021978021978,0.98,-44.6,0.15824175824175823,0.16813186813186812,0.178021978021978,0.1879120879120879,0.1978021978021978,0.20769230769230768,0.2175824175824176,0.22747252747252747,0.23736263736263735,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792,-66.33790730562792,-66.33790730562792
40,CA-19,False,Zoe,Lofgren,0,D,157285,73.7,-47.40000000000001,115,Lofgren,D,95,0.18947368421052632,0.92,-45.2,0.15157894736842106,0.16105263157894736,0.1705263157894737,0.18,0.18947368421052632,0.19894736842105265,0.20842105263157895,0.21789473684210528,0.22736842105263158,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792,-66.33790730562792
41,CA-20,True,Jimmy,Panetta,1,D,169957,81.1,-62.19999999999999,115,Panetta,D,96,0.28125,0.88,-42.4,0.225,0.2390625,0.253125,0.2671875,0.28125,0.2953125,0.309375,0.3234375,0.3375,-66.33790730562792,-66.33790730562792,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697
42,CA-21,False,David,Valadao,1,R,52312,50.5,1.0,115,Valadao,R,94,0.9787234042553192,0.93,-10.07,0.7829787234042553,0.8319148936170213,0.8808510638297873,0.9297872340425533,0.9787234042553192,1.0276595744680852,1.0765957446808512,1.1255319148936171,1.1744680851063831,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-64.98450677657516,-64.98450677657516,-64.98450677657516,-64.98450677657516
43,CA-22,False,Devin,Nunes,1,R,108822,53.5,7.0,115,Nunes,R,92,0.9891304347826086,1.04,15.3,0.7913043478260869,0.8407608695652173,0.8902173913043478,0.9396739130434782,0.9891304347826086,1.0385869565217392,1.0880434782608694,1.1375,1.1869565217391305,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
44,CA-23,False,Kevin,McCarthy,1,R,126621,64.3,28.599999999999994,115,McCarthy,R,94,0.9893617021276596,1.03,27.1,0.7914893617021277,0.8409574468085107,0.8904255319148937,0.9398936170212766,0.9893617021276596,1.0388297872340426,1.0882978723404255,1.1377659574468086,1.1872340425531915,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
45,CA-24,False,Salud,Carbajal,1,D,154833,58.0,-16.0,115,Carbajal,D,92,0.3695652173913043,0.97,-13.17,0.29565217391304344,0.31413043478260866,0.3326086956521739,0.3510869565217391,0.3695652173913043,0.38804347826086955,0.40652173913043477,0.425,0.4434782608695652,-67.05152635324697,-67.05152635324697,-67.05152635324697,-66.00299821471883,-66.00299821471883,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264
46,CA-25,False,Katie,Hill,0,D,121336,53.6,-7.200000000000002,115,Knight,R,95,0.9894736842105264,0.97,0.1,0.7915789473684212,0.8410526315789475,0.8905263157894737,0.9400000000000001,0.9894736842105264,1.0389473684210526,1.088421052631579,1.1378947368421053,1.1873684210526316,0.6502252673111193,0.6502252673111193,0.7817425086904294,0.7817425086904294,0.7817425086904294,1.2288419668842285,1.2288419668842285,1.2288419668842285,1.2288419668842285
47,CA-26,False,Julia,Brownley,0,D,143880,61.4,-22.8,115,Brownley,D,92,0.32608695652173914,1.18,-14.07,0.2608695652173913,0.27717391304347827,0.2934782608695652,0.30978260869565216,0.32608695652173914,0.3423913043478261,0.3586956521739131,0.375,0.391304347826087,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-66.00299821471883,-66.00299821471883,-66.17352202424264,-66.17352202424264
48,CA-27,True,Judy,Chu,0,D,152193,79.4,-58.80000000000001,115,Chu,D,95,0.14736842105263154,0.87,-30.3,0.11789473684210523,0.1252631578947368,0.13263157894736838,0.13999999999999996,0.14736842105263154,0.15473684210526312,0.1621052631578947,0.16947368421052628,0.17684210526315786,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871
49,CA-28,False,Adam,Schiff,1,D,184935,78.2,-56.40000000000001,115,Schiff,D,96,0.22916666666666666,0.82,-43.83,0.18333333333333332,0.19479166666666664,0.20625,0.21770833333333334,0.22916666666666666,0.24062499999999998,0.2520833333333333,0.2635416666666667,0.27499999999999997,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792,-66.33790730562792,-66.33790730562792,-67.05152635324697,-67.05152635324697,-67.05152635324697
50,CA-29,False,Tony,Cardenas,1,D,115456,80.4,-60.80000000000001,115,Cárdenas,D,92,0.18478260869565216,1.07,-55.47,0.14782608695652172,0.15706521739130433,0.16630434782608694,0.17554347826086955,0.18478260869565216,0.19402173913043477,0.20326086956521738,0.2125,0.2217391304347826,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792
