,district,uncontested,116first,116last,116gender,116party,2018votes,2018pct,2018margin,congress,115last,115party,115trump_votes_y,115agree_pct,elasticity,pvi_538,trumpagree_-20,trumpagree_-15,trumpagree_-10,trumpagree_-5,trumpagree_0,trumpagree_5,trumpagree_10,trumpagree_15,trumpagree_20,ypreds_-20,ypreds_-15,ypreds_-10,ypreds_-5,ypreds_0,ypreds_5,ypreds_10,ypreds_15,ypreds_20
111,FL-23,False,Debbie,Wasserman Schultz,0,D,161611,58.5,-17.0,115,Wasserman Schultz,D,93,0.1827956989247312,1.0,-20.3,0.14623655913978495,0.15537634408602152,0.16451612903225807,0.1736559139784946,0.1827956989247312,0.19193548387096776,0.2010752688172043,0.21021505376344085,0.21935483870967742,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792
112,FL-24,True,Frederica,Wilson,0,D,0,0.0,-100.0,115,Wilson,D,82,0.15853658536585366,0.98,-64.03,0.12682926829268293,0.13475609756097562,0.1426829268292683,0.15060975609756097,0.15853658536585366,0.16646341463414635,0.174390243902439,0.1823170731707317,0.1902439024390244,-67.10875315765531,-67.10875315765531,-67.10875315765531,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871
113,FL-25,False,Mario,Diaz-Balart,1,R,128672,60.5,21.0,115,Diaz-Balart,R,93,0.946236559139785,1.2,9.3,0.756989247311828,0.8043010752688172,0.8516129032258065,0.8989247311827957,0.946236559139785,0.9935483870967743,1.0408602150537636,1.0881720430107529,1.135483870967742,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654
114,FL-26,False,Debbie,Mucarsel-Powell,0,D,119797,50.9,-1.7999999999999972,115,Curbelo,R,91,0.8241758241758241,1.2,-9.8,0.6593406593406593,0.7005494505494505,0.7417582417582418,0.782967032967033,0.8241758241758241,0.8653846153846153,0.9065934065934065,0.9478021978021978,0.9890109890109889,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896
115,FL-27,False,Donna,Shalala,0,D,130743,51.8,-3.5999999999999943,115,Ros-Lehtinen,R,89,0.7078651685393258,1.09,-10.4,0.5662921348314607,0.601685393258427,0.6370786516853932,0.6724719101123595,0.7078651685393258,0.7432584269662921,0.7786516853932584,0.8140449438202246,0.8494382022471909,-66.17352202424264,-66.17352202424264,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896,-65.43160623476896
116,GA-01,False,Buddy,Carter,1,R,144742,57.7,15.400000000000004,115,Carter,R,90,0.9666666666666668,0.87,20.37,0.7733333333333334,0.8216666666666668,0.8700000000000001,0.9183333333333334,0.9666666666666668,1.0150000000000001,1.0633333333333335,1.1116666666666668,1.1600000000000001,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654
117,GA-02,False,Sanford,Bishop,1,D,136700,59.6,-19.200000000000006,115,Bishop,D,93,0.4516129032258064,0.89,-8.0,0.3612903225806451,0.3838709677419354,0.40645161290322573,0.42903225806451606,0.4516129032258064,0.4741935483870967,0.49677419354838703,0.5193548387096774,0.5419354838709677,-66.00299821471883,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264,-66.17352202424264
118,GA-03,False,Drew,Ferguson,1,R,191996,65.5,31.0,115,Ferguson,R,96,0.96875,0.87,37.7,0.775,0.8234375,0.871875,0.9203125,0.96875,1.0171875,1.065625,1.1140625,1.1625,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654
119,GA-04,False,Hank,Johnson,1,D,227717,78.8,-57.6,115,Johnson,D,94,0.1595744680851064,0.85,-45.66,0.12765957446808512,0.13563829787234044,0.14361702127659576,0.15159574468085107,0.1595744680851064,0.1675531914893617,0.17553191489361702,0.18351063829787234,0.19148936170212766,-67.10875315765531,-67.10875315765531,-67.10875315765531,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871
120,GA-05,True,John,Lewis,1,D,275406,100.0,-100.0,115,Lewis,D,93,0.10752688172043012,0.94,-65.43,0.08602150537634409,0.09139784946236561,0.09677419354838711,0.10215053763440862,0.10752688172043012,0.11290322580645162,0.11827956989247314,0.12365591397849464,0.12903225806451615,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531,-67.10875315765531
121,GA-06,False,Lucy,McBath,0,D,160139,50.5,-1.0,115,Handel,R,62,0.9838709677419356,1.05,14.5,0.7870967741935485,0.8362903225806453,0.8854838709677421,0.9346774193548388,0.9838709677419356,1.0330645161290324,1.0822580645161293,1.131451612903226,1.1806451612903228,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
122,GA-07,False,Rob,Woodall,1,R,140430,50.1,0.20000000000000284,115,Woodall,R,96,0.9791666666666666,0.85,17.24,0.7833333333333333,0.8322916666666667,0.88125,0.9302083333333333,0.9791666666666666,1.028125,1.0770833333333334,1.1260416666666666,1.175,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
123,GA-08,True,Austin,Scott,1,R,198152,100.0,100.0,115,Scott,R,96,0.9895833333333334,0.89,33.04,0.7916666666666667,0.8411458333333334,0.890625,0.9401041666666667,0.9895833333333334,1.0390625,1.0885416666666667,1.1380208333333335,1.1875,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
124,GA-09,False,Doug,Collins,1,R,224665,79.5,59.0,115,Collins,R,93,0.9784946236559141,0.9,63.94,0.7827956989247313,0.8317204301075269,0.8806451612903227,0.9295698924731184,0.9784946236559141,1.0274193548387098,1.0763440860215054,1.1252688172043013,1.1741935483870969,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
125,GA-10,False,Jody,Hice,1,R,190395,62.9,25.8,115,Hice,R,96,0.8958333333333334,0.81,31.47,0.7166666666666667,0.7614583333333333,0.80625,0.8510416666666667,0.8958333333333334,0.940625,0.9854166666666667,1.0302083333333334,1.075,38.554546439894025,38.554546439894025,38.554546439894025,38.68606368127333,38.68606368127333,38.68606368127333,38.68606368127333,39.679658820706166,39.679658820706166
126,GA-11,False,Barry,Loudermilk,1,R,191887,61.8,23.599999999999994,115,Loudermilk,R,93,0.8817204301075269,0.99,34.2,0.7053763440860215,0.7494623655913979,0.7935483870967742,0.8376344086021505,0.8817204301075269,0.9258064516129032,0.9698924731182795,1.0139784946236559,1.0580645161290323,37.74642521175326,37.74642521175326,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654
127,GA-12,False,Rick,Allen,1,R,148986,59.5,19.0,115,Allen,R,95,0.9684210526315792,1.04,20.47,0.7747368421052634,0.8231578947368423,0.8715789473684212,0.9200000000000003,0.9684210526315792,1.0168421052631582,1.0652631578947371,1.113684210526316,1.162105263157895,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654
128,GA-13,False,David,Scott,1,D,223157,76.2,-52.40000000000001,115,Scott,D,89,0.2808988764044944,0.81,-36.93,0.22471910112359553,0.23876404494382025,0.25280898876404495,0.2668539325842697,0.2808988764044944,0.2949438202247191,0.30898876404494385,0.32303370786516855,0.3370786516853933,-66.33790730562792,-66.33790730562792,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697
129,GA-14,False,Tom,Graves,1,R,175743,76.5,53.0,115,Graves,R,95,0.9789473684210528,0.9,56.97,0.7831578947368423,0.8321052631578949,0.8810526315789475,0.9300000000000002,0.9789473684210528,1.0278947368421054,1.076842105263158,1.1257894736842107,1.1747368421052633,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
130,HI-01,False,Ed,Case,1,D,134650,73.1,-46.19999999999999,115,Hanabusa,D,84,0.21428571428571427,1.05,-35.57,0.17142857142857143,0.18214285714285713,0.19285714285714284,0.20357142857142857,0.21428571428571427,0.22499999999999998,0.2357142857142857,0.2464285714285714,0.2571428571428571,-68.11790476469871,-68.11790476469871,-68.11790476469871,-67.56085284361875,-66.33790730562792,-66.33790730562792,-66.33790730562792,-67.05152635324697,-67.05152635324697
131,HI-02,False,Tulsi,Gabbard,0,D,153271,77.4,-54.80000000000001,115,Gabbard,D,91,0.25274725274725274,1.09,-36.37,0.2021978021978022,0.21483516483516482,0.22747252747252747,0.2401098901098901,0.25274725274725274,0.2653846153846154,0.27802197802197803,0.2906593406593406,0.3032967032967033,-68.11790476469871,-66.33790730562792,-66.33790730562792,-66.33790730562792,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697,-67.05152635324697
132,ID-01,False,Russ,Fulcher,1,R,197151,62.7,25.40000000000001,115,Labrador,R,83,0.8313253012048193,1.12,39.58,0.6650602409638554,0.7066265060240964,0.7481927710843373,0.7897590361445783,0.8313253012048193,0.8728915662650603,0.9144578313253012,0.9560240963855422,0.9975903614457832,37.74642521175326,37.74642521175326,37.74642521175326,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,37.877942453132576
133,ID-02,False,Mike,Simpson,1,R,170280,60.7,21.400000000000006,115,Simpson,R,91,0.989010989010989,1.11,29.95,0.7912087912087913,0.8406593406593407,0.8901098901098902,0.9395604395604396,0.989010989010989,1.0384615384615385,1.087912087912088,1.1373626373626373,1.1868131868131868,37.74642521175326,37.74642521175326,37.877942453132576,37.877942453132576,37.877942453132576,38.8715375925654,38.8715375925654,38.8715375925654,38.8715375925654
134,IL-01,False,Bobby,Rush,1,D,186403,73.4,-46.80000000000001,115,Rush,D,71,0.15492957746478872,0.83,-51.63,0.12394366197183097,0.1316901408450704,0.13943661971830984,0.1471830985915493,0.15492957746478872,0.16267605633802815,0.1704225352112676,0.17816901408450703,0.18591549295774645,-67.10875315765531,-67.10875315765531,-67.10875315765531,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871,-68.11790476469871
